Player.Name,Position,Team,GP,MIN,Z_PTS,Z_REB,Z_AST,Z_BLK,Z_STL,Z_FGP,Z_FTP,Z_X3PM,Z_TO,Z_AVG,Tier
Tyler Johnson,PGSG,MIA,82,0,-0.088,0.19,0.181,0.673,-0.053,1.085,-0.04,-0.212,-0.2,0.171,NA
J.R. Smith,SGSF,FA,78,29.9,0.318,-0.117,-0.383,0.171,0.459,-0.384,-1.565,1.782,0.462,0.083,NA
Shaun Livingston,PGSG,GSW,82,0,-0.882,-0.578,0.181,0.171,-0.564,2.756,0.686,-1.637,0.594,0.081,NA
Josh Richardson,SGSF,MIA,82,0,-0.088,-0.271,-0.132,1.679,-0.053,0.077,-1.607,0.785,0.33,0.08,NA
Allen Crabbe,PGSG,POR,81,27,-0.218,-0.347,-0.821,-0.332,-0.053,0.566,0.943,0.215,0.727,0.076,NA
Tony Allen,SGSF,MEM,82,0,-0.384,1.187,-0.759,0.673,2.25,0.941,-2.134,-1.352,0.197,0.069,NA
Zach LaVine,PGSG,MIN,81,29.7,0.558,-0.271,0.556,-0.332,-0.308,0.624,0.116,0.215,-0.597,0.062,NA
Wilson Chandler,SGSF,DEN,72,0,-0.144,1.187,-0.696,0.171,-0.82,0.077,-0.112,0.072,0.462,0.022,NA
Jared Dudley,SGSF,PHO,82,0,-0.476,0.19,-0.32,-0.332,0.203,1.027,-0.838,0.215,0.462,0.015,NA
Manu Ginobili,SGSF,SAS,75,19.3,-0.365,-0.578,0.431,-0.332,0.203,0.509,0.202,-0.212,-0.067,-0.023,NA
Andre Iguodala,SGSF,GSW,75,24.8,-0.716,0.727,0.431,0.171,0.459,1.258,-2.704,-0.497,0.462,-0.046,NA
Jamal Murray,SG,DEN,76,19.3,0.078,-0.271,0.118,-0.332,-0.308,-0.096,-0.083,0.357,0.065,-0.052,NA
Wesley Johnson,SGSF,LAC,81,21.1,-0.698,-0.04,-1.009,1.679,0.459,-0.644,-1.151,0.072,0.859,-0.052,NA
Arron Afflalo,SGSF,SAC,75,27.5,0.262,0.343,-0.258,-0.835,-0.82,0.192,0.359,0.072,0.197,-0.054,NA
Jamal Crawford,SGSF,LAC,79,26.8,0.336,-1.115,-0.195,-0.332,-0.308,-0.96,1.384,0.5,0.197,-0.055,NA
P.J. Tucker,SGSF,PHO,76,0,-0.661,1.494,-0.446,-0.332,0.715,-0.413,-0.753,-0.497,0.33,-0.062,NA
Jerryd Bayless,PGSG,PHI,73,22.2,-0.107,-0.424,0.869,-0.332,-0.053,-0.672,-0.126,0.642,-0.464,-0.074,NA
Matt Barnes,SGSF,SAC,80,24.5,-0.679,0.42,-0.571,1.176,-0.308,-1.047,-0.169,-0.07,0.462,-0.087,NA
Gerald Henderson,SGSF,PHI,78,26.7,0.115,0.113,-0.258,0.171,-0.308,0.048,-0.282,-0.497,0.065,-0.093,NA
Andre Roberson,SGSF,OKC,82,0,-0.974,0.727,-0.946,2.182,-0.053,1.546,-3.473,-0.925,0.992,-0.103,NA
Jarrett Jack,PGSG,ATL,78,23.6,-0.254,-0.424,1.308,-0.835,-0.308,-0.211,1.142,-0.64,-0.729,-0.106,NA
Bojan Bogdanovic,SGSF,BKN,80,28.3,0.207,0.19,-0.633,-0.835,-1.076,-0.067,0.601,0.785,-0.332,-0.129,NA
Matthew Dellavedova,PGSG,MIL,82,0,-0.458,-0.654,1.996,-0.835,-0.308,-1.162,0.529,0.215,-0.597,-0.141,NA
C.J. Miles,SGSF,IND,74,24.7,-0.199,-0.501,-1.009,0.171,-0.308,-0.932,-0.055,0.785,0.727,-0.147,NA
Iman Shumpert,SGSF,CLE,82,0,-0.827,0.497,-0.446,0.673,0.459,-1.162,-0.624,-0.355,0.462,-0.147,NA
Terrence Ross,SGSF,TOR,80,24.9,-0.439,-0.654,-1.009,0.171,-0.564,-0.384,-0.026,0.5,0.992,-0.157,NA
